City,Region,Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf
San Diego,West,9/1/1937,0:00,6.308,5.478,4.92,2.801,2.83,0.741,0.019,-1.09,0
San Diego,West,10/1/1937,0:00,6.708,5.33,4.819,2.709,2.729,0.639,-0.119,-1.09,0
San Diego,West,11/1/1937,0:00,6.708,5.291,4.53,2.489,2.519,0.521,-0.45,-2.291,0
San Diego,West,12/1/1937,0:00,7.21,5.609,4.71,2.601,2.62,0.54,-0.559,-3.091,0
San Diego,West,1/1/1938,0:00,7.309,5.511,4.651,2.548,2.571,0.501,-0.49,-2.091,0
San Diego,West,2/1/1938,0:00,6.508,5.16,4.441,2.381,2.411,0.37,-0.372,-1.989,0
San Diego,West,3/1/1938,0:00,5.911,4.861,4.389,2.269,2.289,0.199,-0.411,-1.389,0
San Diego,West,4/1/1938,0:00,6.21,4.999,4.35,2.26,2.289,0.229,-0.549,-1.691,0
San Diego,West,5/1/1938,0:00,6.508,5.291,4.428,2.319,2.361,0.291,-0.71,-2.291,0
San Diego,West,6/1/1938,0:00,7.21,5.478,4.569,2.45,2.489,0.409,-0.719,-2.091,0
San Diego,West,7/1/1938,0:00,7.01,5.429,4.651,2.538,2.571,0.501,-0.47,-1.989,0
San Diego,West,8/1/1938,0:00,6.708,5.491,4.789,2.719,2.739,0.691,-0.05,-1.49,0
San Diego,West,9/1/1938,0:00,6.111,5.419,4.848,2.801,2.811,0.78,0.101,-0.792,0
San Diego,West,10/1/1938,0:00,6.21,5.048,4.579,2.571,2.601,0.619,-0.201,-0.992,0
San Diego,West,11/1/1938,0:00,6.61,5.281,4.599,2.529,2.571,0.531,-0.441,-1.49,0
San Diego,West,12/1/1938,0:00,6.909,5.468,4.628,2.591,2.63,0.619,-0.319,-2.091,0
San Diego,West,1/1/1939,0:00,7.21,5.36,4.5,2.401,2.411,0.33,-0.591,-2.189,0
San Diego,West,2/1/1939,0:00,7.01,5.038,4.32,2.201,2.23,0.13,-0.621,-2.291,0
San Diego,West,3/1/1939,0:00,6.111,4.861,4.34,2.181,2.201,0.058,-0.601,-1.891,0
San Diego,West,4/1/1939,0:00,6.01,4.95,4.418,2.279,2.299,0.18,-0.529,-1.29,0
San Diego,West,5/1/1939,0:00,6.21,5.248,4.461,2.319,2.361,0.258,-0.631,-1.589,0
San Diego,West,6/1/1939,0:00,6.61,5.449,4.54,2.47,2.489,0.439,-0.601,-1.891,0
San Diego,West,7/1/1939,0:00,7.109,5.521,4.651,2.581,2.591,0.531,-0.509,-1.789,0
San Diego,West,8/1/1939,0:00,7.01,5.531,4.881,2.781,2.791,0.711,-0.08,-1.589,0
San Diego,West,9/1/1939,0:00,6.81,5.678,5.17,3.07,3.08,0.99,0.429,-0.69,0
San Diego,West,10/1/1939,0:00,6.909,5.491,4.96,2.83,2.88,0.8,0.038,-0.89,0
