City,Region,Date,MHW (ft),MSL (ft),MLW (ft)
Key West,East,6/1/2013,1.648,1.015,0.346
Key West,East,7/1/2013,1.819,1.202,0.546
Key West,East,8/1/2013,1.861,1.244,0.595
Key West,East,9/1/2013,2.091,1.471,0.828
Key West,East,10/1/2013,2.242,1.612,0.966
Key West,East,11/1/2013,2.134,1.514,0.87
Key West,East,12/1/2013,1.842,1.199,0.526
Key West,East,1/1/2014,1.691,1.038,0.359
Key West,East,2/1/2014,1.694,1.061,0.401
Key West,East,3/1/2014,1.599,0.926,0.224
Key West,East,4/1/2014,1.628,0.979,0.313
Key West,East,5/1/2014,1.828,1.205,0.552
Key West,East,6/1/2014,1.628,1.005,0.355
Key West,East,7/1/2014,1.763,1.139,0.487
Key West,East,8/1/2014,2.032,1.402,0.746
Key West,East,9/1/2014,2.13,1.507,0.844
Key West,East,10/1/2014,2.216,1.573,0.913
Key West,East,11/1/2014,2.14,1.494,0.848
Key West,East,2/1/2015,1.727,1.08,0.411
Key West,East,3/1/2015,1.497,0.867,0.214
Key West,East,4/1/2015,1.687,1.051,0.401
Key West,East,5/1/2015,1.815,1.185,0.536
Key West,East,6/1/2015,1.668,1.035,0.372
Key West,East,7/1/2015,1.769,1.136,0.48
Key West,East,8/1/2015,2.078,1.428,0.756
Key West,East,9/1/2015,2.265,1.622,0.956
Key West,East,10/1/2015,2.662,1.989,1.31
Key West,East,11/1/2015,2.196,1.559,0.907
Key West,East,12/1/2015,2.055,1.418,0.759
Key West,East,1/1/2016,1.937,1.313,0.674
Key West,East,2/1/2016,1.796,1.166,0.51
Key West,East,3/1/2016,1.658,1.031,0.382
Key West,East,4/1/2016,1.845,1.208,0.559
Key West,East,5/1/2016,1.832,1.192,0.552
Key West,East,6/1/2016,1.671,1.012,0.342
Key West,East,7/1/2016,1.681,1.041,0.375
Key West,East,8/1/2016,1.904,1.274,0.611
Key West,East,9/1/2016,1.947,1.313,0.66
Key West,East,10/1/2016,2.429,1.799,1.156
Key West,East,11/1/2016,2.285,1.648,0.992
Key West,East,12/1/2016,1.815,1.185,0.529
Key West,East,1/1/2017,1.727,1.087,0.421
Key West,East,2/1/2017,1.497,0.861,0.204
Key West,East,3/1/2017,1.609,0.969,0.293
Key West,East,4/1/2017,1.91,1.261,0.605
Key West,East,5/1/2017,1.717,1.084,0.428
Key West,East,6/1/2017,1.838,1.222,0.572
Key West,East,7/1/2017,1.878,1.271,0.618
Key West,East,8/1/2017,1.799,1.179,0.542
Key West,East,9/1/2017,2.248,1.622,0.989
Key West,East,10/1/2017,2.389,1.783,1.162
Key West,East,11/1/2017,2.12,1.474,0.828
Key West,East,12/1/2017,1.832,1.192,0.529
Key West,East,1/1/2018,1.589,0.946,0.283
Key West,East,2/1/2018,1.392,0.762,0.109
Key West,East,3/1/2018,1.855,1.192,0.519
Key West,East,4/1/2018,1.668,1.012,0.349
Key West,East,5/1/2018,1.487,0.848,0.198
Key West,East,6/1/2018,1.576,0.943,0.296
Key West,East,7/1/2018,1.74,1.117,0.47
Key West,East,8/1/2018,1.806,1.189,0.552
Key West,East,9/1/2018,2.042,1.392,0.729
Key West,East,10/1/2018,2.052,1.415,0.765
Key West,East,11/1/2018,1.97,1.32,0.667
Key West,East,12/1/2018,1.874,1.254,0.615
Key West,East,1/1/2019,1.651,1.035,0.385
Key West,East,2/1/2019,1.701,1.061,0.388
Key West,East,3/1/2019,1.917,1.297,0.664
Key West,East,4/1/2019,1.792,1.153,0.503
Key West,East,5/1/2019,1.746,1.117,0.473
Key West,East,6/1/2019,1.937,1.307,0.651
Key West,East,7/1/2019,2.025,1.389,0.716
Key West,East,8/1/2019,2.111,1.454,0.782
Key West,East,9/1/2019,2.429,1.792,1.13
Key West,East,10/1/2019,2.75,2.091,1.412
Key West,East,11/1/2019,2.452,1.809,1.159
Key West,East,12/1/2019,1.953,1.323,0.677
Key West,East,1/1/2020,1.753,1.123,0.473
Key West,East,2/1/2020,1.592,0.969,0.326
Key West,East,3/1/2020,1.605,0.979,0.329
Key West,East,4/1/2020,1.845,1.199,0.559
Key West,East,5/1/2020,1.845,1.228,0.592
Key West,East,6/1/2020,2.002,1.372,0.72
Key West,East,7/1/2020,1.947,1.313,0.664
Key West,East,8/1/2020,2.12,1.497,0.841
Key West,East,9/1/2020,2.494,1.861,1.189
Key West,East,10/1/2020,2.577,1.953,1.297
Key West,East,11/1/2020,2.376,1.76,1.126
Key West,East,12/1/2020,1.769,1.149,0.51
Key West,East,1/1/2021,1.615,0.972,0.313
Key West,East,2/1/2021,1.658,1.012,0.359
Key West,East,3/1/2021,1.819,1.139,0.441
Key West,East,4/1/2021,1.868,1.212,0.552
Key West,East,5/1/2021,1.76,1.136,0.496
Key West,East,6/1/2021,1.694,1.061,0.401
Key West,East,7/1/2021,1.779,1.176,0.536
Key West,East,8/1/2021,2.101,1.494,0.857
Key West,East,9/1/2021,2.153,1.517,0.861
Key West,East,10/1/2021,2.255,1.612,0.969
Key West,East,11/1/2021,2.298,1.664,1.021
Key West,East,12/1/2021,2.002,1.372,0.716
Key West,East,1/1/2022,1.966,1.317,0.654
Key West,East,2/1/2022,1.858,1.238,0.585
Key West,East,3/1/2022,1.838,1.149,0.467
Key West,East,4/1/2022,1.888,1.254,0.605
Key West,East,5/1/2022,2.042,1.415,0.775
Key West,East,6/1/2022,1.92,1.3,0.667
Key West,East,7/1/2022,1.832,1.222,0.578
Key West,East,8/1/2022,2.124,1.494,0.838
Key West,East,9/1/2022,2.544,1.897,1.244
Key West,East,10/1/2022,2.554,1.91,1.251
Key West,East,11/1/2022,2.531,1.897,1.258
Key West,East,12/1/2022,2.212,1.589,0.956
Key West,East,1/1/2023,1.838,1.218,0.582
Key West,East,2/1/2023,1.678,1.048,0.382
Key West,East,3/1/2023,2.009,1.376,0.739
Key West,East,4/1/2023,2.029,1.399,0.765
Key West,East,5/1/2023,2.006,1.376,0.752
Key West,East,6/1/2023,1.993,1.349,0.697
Key West,East,7/1/2023,1.91,1.29,0.641
Key West,East,8/1/2023,2.183,1.546,0.877
Honolulu,West,1/1/1923,1.06,0.482,-0.147
Honolulu,West,2/1/1923,1.011,0.371,-0.279
Honolulu,West,3/1/1923,1.171,0.512,-0.147
Honolulu,West,4/1/1923,1.021,0.4,-0.229
Honolulu,West,5/1/1923,0.971,0.381,-0.239
Honolulu,West,6/1/1923,0.981,0.381,-0.239
Honolulu,West,7/1/1923,1.06,0.492,-0.128
Honolulu,West,8/1/1923,1.24,0.65,0.03
Honolulu,West,9/1/1923,1.27,0.683,0.063
Honolulu,West,10/1/1923,1.27,0.683,0.053
Honolulu,West,11/1/1923,1.191,0.581,-0.079
Honolulu,West,12/1/1923,1.201,0.581,-0.098
Honolulu,West,1/1/1924,1.093,0.482,-0.157
Honolulu,West,2/1/1924,0.961,0.371,-0.259
Honolulu,West,3/1/1924,0.86,0.292,-0.298
Honolulu,West,4/1/1924,0.932,0.381,-0.19
Honolulu,West,5/1/1924,0.971,0.391,-0.22
Honolulu,West,6/1/1924,1.093,0.45,-0.249
Honolulu,West,7/1/1924,1.08,0.41,-0.289
Honolulu,West,8/1/1924,1.08,0.46,-0.19
Honolulu,West,9/1/1924,1.03,0.502,-0.088
Honolulu,West,10/1/1924,1.04,0.46,-0.138
Honolulu,West,11/1/1924,1.132,0.532,-0.098
Honolulu,West,12/1/1924,1.112,0.551,-0.069
Honolulu,West,1/1/1925,1.07,0.492,-0.128
Honolulu,West,2/1/1925,1.08,0.492,-0.138
Honolulu,West,3/1/1925,0.981,0.45,-0.128
Honolulu,West,4/1/1925,1.03,0.45,-0.18
Honolulu,West,5/1/1925,1.122,0.542,-0.088
Honolulu,West,6/1/1925,1.162,0.561,-0.108
Honolulu,West,7/1/1925,1.26,0.683,0.053
Honolulu,West,8/1/1925,1.401,0.771,0.092
Honolulu,West,9/1/1925,1.313,0.66,0.01
Honolulu,West,10/1/1925,1.411,0.801,0.151
Honolulu,West,11/1/1925,1.211,0.64,0.04
Honolulu,West,12/1/1925,1.221,0.63,-0.039
Honolulu,West,1/1/1926,1.07,0.482,-0.147
Honolulu,West,2/1/1926,1.112,0.482,-0.17
Honolulu,West,3/1/1926,1.103,0.502,-0.118
Honolulu,West,4/1/1926,1.171,0.551,-0.069
Honolulu,West,5/1/1926,1.201,0.581,-0.079
Honolulu,West,6/1/1926,1.27,0.66,-0.01
Honolulu,West,7/1/1926,1.112,0.581,-0.019
Honolulu,West,8/1/1926,1.152,0.61,0.03
Honolulu,West,9/1/1926,1.28,0.673,0.04
Honolulu,West,10/1/1926,1.112,0.522,-0.069
Honolulu,West,11/1/1926,1.021,0.42,-0.22
Honolulu,West,12/1/1926,1.07,0.561,-0.029
Honolulu,West,1/1/1927,0.932,0.341,-0.318
Honolulu,West,2/1/1927,0.87,0.312,-0.308
Honolulu,West,3/1/1927,0.883,0.282,-0.39
Honolulu,West,4/1/1927,0.883,0.292,-0.357
Honolulu,West,5/1/1927,0.85,0.263,-0.38
Honolulu,West,6/1/1927,0.893,0.302,-0.367
Honolulu,West,7/1/1927,1.152,0.542,-0.147
Honolulu,West,8/1/1927,1.342,0.732,0.072
Honolulu,West,9/1/1927,1.381,0.771,0.112
Honolulu,West,10/1/1927,1.112,0.522,-0.118
Honolulu,West,11/1/1927,1.162,0.591,-0.049
Honolulu,West,12/1/1927,1.132,0.532,-0.128
Honolulu,West,1/1/1928,0.991,0.41,-0.229
Honolulu,West,2/1/1928,1.093,0.482,-0.19
Honolulu,West,3/1/1928,1.231,0.591,-0.098
Honolulu,West,4/1/1928,1.171,0.62,0.02
Honolulu,West,5/1/1928,1.05,0.502,-0.098
Honolulu,West,6/1/1928,0.883,0.302,-0.367
Honolulu,West,7/1/1928,0.87,0.23,-0.479
Honolulu,West,8/1/1928,0.942,0.302,-0.38
Honolulu,West,9/1/1928,1.093,0.43,-0.259
Honolulu,West,10/1/1928,0.961,0.332,-0.328
Honolulu,West,11/1/1928,0.883,0.282,-0.367
Honolulu,West,12/1/1928,0.761,0.21,-0.43
Honolulu,West,1/1/1929,1.011,0.43,-0.21
Honolulu,West,2/1/1929,0.991,0.361,-0.328
Honolulu,West,3/1/1929,0.752,0.19,-0.449
Honolulu,West,4/1/1929,0.742,0.131,-0.489
Honolulu,West,5/1/1929,0.82,0.25,-0.357
Honolulu,West,6/1/1929,0.971,0.381,-0.289
Honolulu,West,7/1/1929,1.142,0.522,-0.18
Honolulu,West,8/1/1929,1.162,0.571,-0.128
Honolulu,West,9/1/1929,1.162,0.581,-0.059
Honolulu,West,10/1/1929,1.27,0.64,0.0
Honolulu,West,11/1/1929,1.171,0.61,-0.01
Honolulu,West,12/1/1929,1.142,0.601,-0.039
Honolulu,West,1/1/1930,1.162,0.551,-0.147
Honolulu,West,2/1/1930,1.03,0.41,-0.259
Honolulu,West,3/1/1930,0.981,0.361,-0.308
Honolulu,West,4/1/1930,0.83,0.22,-0.449
Honolulu,West,5/1/1930,1.001,0.391,-0.308
Honolulu,West,6/1/1930,1.122,0.532,-0.138
Honolulu,West,7/1/1930,1.29,0.732,0.092
Honolulu,West,8/1/1930,1.191,0.673,0.072
Honolulu,West,9/1/1930,1.49,0.893,0.25
Honolulu,West,10/1/1930,1.352,0.732,0.082
Honolulu,West,11/1/1930,1.27,0.66,0.0
Honolulu,West,12/1/1930,1.021,0.473,-0.147
Honolulu,West,1/1/1931,1.181,0.581,-0.098
Honolulu,West,2/1/1931,1.07,0.46,-0.22
Honolulu,West,3/1/1931,1.231,0.601,-0.079
Honolulu,West,4/1/1931,1.152,0.542,-0.118
Honolulu,West,5/1/1931,1.171,0.571,-0.098
Honolulu,West,6/1/1931,1.112,0.522,-0.17
Honolulu,West,7/1/1931,1.221,0.571,-0.138
Honolulu,West,8/1/1931,1.152,0.571,-0.079
Honolulu,West,9/1/1931,1.181,0.601,-0.049
Honolulu,West,10/1/1931,1.391,0.781,0.102
Honolulu,West,11/1/1931,1.421,0.732,-0.049
Honolulu,West,12/1/1931,1.211,0.591,-0.098
Honolulu,West,1/1/1932,0.932,0.371,-0.269
Honolulu,West,2/1/1932,0.893,0.341,-0.298
Honolulu,West,3/1/1932,1.112,0.522,-0.108
Honolulu,West,4/1/1932,1.021,0.41,-0.229
Honolulu,West,5/1/1932,1.04,0.45,-0.2
Honolulu,West,6/1/1932,1.06,0.512,-0.118
Honolulu,West,7/1/1932,1.142,0.512,-0.157
Honolulu,West,8/1/1932,1.25,0.692,0.03
Honolulu,West,9/1/1932,1.372,0.781,0.122
Honolulu,West,10/1/1932,1.45,0.781,0.082
Honolulu,West,11/1/1932,1.513,0.84,0.112
Honolulu,West,12/1/1932,1.352,0.722,0.03
Honolulu,West,1/1/1933,1.122,0.473,-0.229
Honolulu,West,2/1/1933,1.03,0.43,-0.229
Honolulu,West,3/1/1933,0.991,0.43,-0.21
Honolulu,West,4/1/1933,1.181,0.571,-0.098
Honolulu,West,5/1/1933,1.152,0.551,-0.079
Honolulu,West,6/1/1933,1.08,0.492,-0.147
Honolulu,West,7/1/1933,1.122,0.502,-0.18
Honolulu,West,8/1/1933,1.132,0.492,-0.18
Honolulu,West,9/1/1933,1.221,0.591,-0.079
Honolulu,West,10/1/1933,1.313,0.66,-0.039
Honolulu,West,11/1/1933,1.162,0.61,-0.019
Honolulu,West,12/1/1933,1.132,0.601,-0.019
Honolulu,West,1/1/1934,1.142,0.551,-0.098
Honolulu,West,2/1/1934,0.952,0.391,-0.229
Honolulu,West,3/1/1934,1.011,0.44,-0.18
Honolulu,West,4/1/1934,0.971,0.41,-0.229
Honolulu,West,5/1/1934,0.893,0.312,-0.357
Honolulu,West,6/1/1934,0.87,0.282,-0.41
Honolulu,West,7/1/1934,0.893,0.273,-0.41
Honolulu,West,8/1/1934,0.942,0.361,-0.318
Honolulu,West,9/1/1934,1.201,0.591,-0.069
Honolulu,West,10/1/1934,1.162,0.561,-0.098
Honolulu,West,11/1/1934,1.152,0.542,-0.128
Honolulu,West,12/1/1934,0.86,0.332,-0.279
Honolulu,West,1/1/1935,0.952,0.41,-0.22
Honolulu,West,2/1/1935,0.893,0.361,-0.239
Honolulu,West,3/1/1935,1.021,0.473,-0.147
Honolulu,West,4/1/1935,1.27,0.673,0.03
Honolulu,West,5/1/1935,1.25,0.61,-0.088
Honolulu,West,6/1/1935,1.05,0.492,-0.138
Honolulu,West,7/1/1935,1.021,0.473,-0.138
Honolulu,West,8/1/1935,1.313,0.742,0.131
Honolulu,West,9/1/1935,1.342,0.811,0.22
Honolulu,West,10/1/1935,1.431,0.85,0.22
Honolulu,West,11/1/1935,1.26,0.712,0.072
Honolulu,West,12/1/1935,1.142,0.601,-0.01
Honolulu,West,1/1/1936,1.152,0.591,-0.01
Honolulu,West,2/1/1936,1.221,0.65,0.053
Honolulu,West,3/1/1936,1.011,0.42,-0.22
Honolulu,West,4/1/1936,1.26,0.601,-0.079
Honolulu,West,5/1/1936,1.191,0.571,-0.098
Honolulu,West,6/1/1936,1.103,0.492,-0.17
Honolulu,West,7/1/1936,1.152,0.551,-0.108
Honolulu,West,8/1/1936,1.391,0.752,0.082
Honolulu,West,9/1/1936,1.322,0.732,0.131
Honolulu,West,10/1/1936,1.26,0.66,0.04
Honolulu,West,11/1/1936,1.29,0.732,0.131
Honolulu,West,12/1/1936,1.201,0.66,0.053
Honolulu,West,1/1/1937,1.142,0.591,-0.079
Honolulu,West,2/1/1937,1.04,0.45,-0.147
Honolulu,West,3/1/1937,0.82,0.263,-0.318
Honolulu,West,4/1/1937,1.112,0.512,-0.128
Honolulu,West,5/1/1937,0.952,0.41,-0.19
Honolulu,West,6/1/1937,0.922,0.351,-0.259
Honolulu,West,7/1/1937,1.03,0.43,-0.21
Honolulu,West,8/1/1937,1.26,0.571,-0.128
Honolulu,West,9/1/1937,1.342,0.66,-0.019
Honolulu,West,10/1/1937,1.49,0.83,0.161
Honolulu,West,11/1/1937,1.201,0.601,-0.039
Honolulu,West,12/1/1937,1.07,0.492,-0.128
Honolulu,West,1/1/1938,1.07,0.42,-0.259
Honolulu,West,2/1/1938,1.171,0.512,-0.128
Honolulu,West,3/1/1938,1.112,0.473,-0.17
Honolulu,West,4/1/1938,1.112,0.482,-0.18
Honolulu,West,5/1/1938,1.162,0.502,-0.2
Honolulu,West,6/1/1938,1.191,0.522,-0.19
Honolulu,West,7/1/1938,1.181,0.542,-0.138
Honolulu,West,8/1/1938,1.221,0.591,-0.069
Honolulu,West,9/1/1938,1.49,0.84,0.161
Honolulu,West,10/1/1938,1.332,0.742,0.122
Honolulu,West,11/1/1938,1.162,0.542,-0.098
Honolulu,West,12/1/1938,0.981,0.332,-0.328
Honolulu,West,1/1/1939,0.942,0.292,-0.38
Honolulu,West,2/1/1939,1.05,0.391,-0.279
Honolulu,West,3/1/1939,1.221,0.551,-0.118
Honolulu,West,4/1/1939,1.303,0.61,-0.088
Honolulu,West,5/1/1939,1.27,0.591,-0.118
Honolulu,West,6/1/1939,1.093,0.44,-0.18
Honolulu,West,7/1/1939,1.27,0.683,0.02
Honolulu,West,8/1/1939,1.26,0.673,0.063
Honolulu,West,9/1/1939,1.152,0.561,-0.059
Honolulu,West,10/1/1939,1.05,0.482,-0.138
Honolulu,West,11/1/1939,1.24,0.61,-0.098
Honolulu,West,12/1/1939,1.201,0.63,-0.01
Honolulu,West,1/1/1940,1.46,0.83,0.151
Honolulu,West,2/1/1940,1.421,0.752,0.04
Honolulu,West,3/1/1940,1.342,0.732,0.141
Honolulu,West,4/1/1940,1.08,0.512,-0.108
Honolulu,West,5/1/1940,1.08,0.512,-0.108
Honolulu,West,6/1/1940,1.322,0.712,0.063
Honolulu,West,7/1/1940,1.611,0.971,0.312
Honolulu,West,8/1/1940,1.621,0.991,0.332
Honolulu,West,9/1/1940,1.532,0.883,0.273
Honolulu,West,10/1/1940,1.591,0.961,0.312
Honolulu,West,11/1/1940,1.532,0.912,0.25
Honolulu,West,12/1/1940,1.352,0.761,0.131
Honolulu,West,1/1/1941,1.313,0.692,0.063
Honolulu,West,2/1/1941,1.332,0.683,0.04
Honolulu,West,3/1/1941,1.27,0.65,0.0
Honolulu,West,4/1/1941,1.191,0.62,-0.01
Honolulu,West,5/1/1941,1.352,0.752,0.112
Honolulu,West,6/1/1941,1.28,0.722,0.112
Honolulu,West,7/1/1941,1.122,0.522,-0.098
Honolulu,West,8/1/1941,1.352,0.781,0.161
Honolulu,West,9/1/1941,1.362,0.811,0.21
Honolulu,West,10/1/1941,1.24,0.673,0.082
Honolulu,West,11/1/1941,1.372,0.791,0.171
Honolulu,West,12/1/1941,1.28,0.722,0.112
Honolulu,West,1/1/1942,1.352,0.791,0.151
Honolulu,West,2/1/1942,1.391,0.83,0.24
Honolulu,West,3/1/1942,1.171,0.601,-0.01
Honolulu,West,4/1/1942,1.07,0.502,-0.108
Honolulu,West,5/1/1942,0.971,0.4,-0.229
Honolulu,West,6/1/1942,0.971,0.42,-0.229
Honolulu,West,7/1/1942,1.122,0.542,-0.108
Honolulu,West,8/1/1942,1.26,0.673,0.04
Honolulu,West,9/1/1942,1.391,0.791,0.171
Honolulu,West,10/1/1942,1.572,1.021,0.42
Honolulu,West,11/1/1942,1.49,0.87,0.23
Honolulu,West,12/1/1942,1.411,0.85,0.23
Honolulu,West,1/1/1943,1.28,0.712,0.102
Honolulu,West,2/1/1943,1.313,0.65,-0.01
Honolulu,West,3/1/1943,1.71,1.05,0.371
Honolulu,West,4/1/1943,1.45,0.781,0.092
Honolulu,West,5/1/1943,1.24,0.581,-0.079
Honolulu,West,6/1/1943,1.201,0.571,-0.088
Honolulu,West,7/1/1943,1.391,0.752,0.04
Honolulu,West,8/1/1943,1.782,1.122,0.42
Honolulu,West,9/1/1943,1.86,1.162,0.44
Honolulu,West,10/1/1943,1.762,1.08,0.391
Honolulu,West,11/1/1943,1.732,0.981,0.25
Honolulu,West,12/1/1943,1.572,0.902,0.2
Honolulu,West,1/1/1944,1.421,0.771,0.112
Honolulu,West,2/1/1944,1.542,0.87,0.2
Honolulu,West,3/1/1944,1.48,0.87,0.23
Honolulu,West,4/1/1944,1.162,0.601,-0.019
Honolulu,West,5/1/1944,1.07,0.492,-0.128
Honolulu,West,6/1/1944,1.27,0.66,0.03
Honolulu,West,7/1/1944,1.44,0.811,0.151
Honolulu,West,8/1/1944,1.421,0.761,0.082
Honolulu,West,9/1/1944,1.47,0.761,0.072
Honolulu,West,10/1/1944,1.49,0.801,0.092
Honolulu,West,11/1/1944,1.362,0.702,-0.01
Honolulu,West,12/1/1944,1.231,0.62,-0.059
Honolulu,West,1/1/1945,1.303,0.712,0.053
Honolulu,West,2/1/1945,1.27,0.702,0.072
Honolulu,West,3/1/1945,1.093,0.512,-0.098
Honolulu,West,4/1/1945,1.152,0.542,-0.088
Honolulu,West,5/1/1945,1.122,0.542,-0.098
Honolulu,West,6/1/1945,1.05,0.473,-0.19
Honolulu,West,7/1/1945,1.191,0.522,-0.138
Honolulu,West,8/1/1945,1.132,0.492,-0.2
Honolulu,West,9/1/1945,1.313,0.66,0.0
Honolulu,West,10/1/1945,1.391,0.742,0.053
Honolulu,West,11/1/1945,1.362,0.752,0.102
Honolulu,West,12/1/1945,1.381,0.761,0.092
Honolulu,West,1/1/1946,1.26,0.65,-0.039
Honolulu,West,2/1/1946,1.26,0.692,0.072
Honolulu,West,3/1/1946,1.231,0.591,-0.059
Honolulu,West,4/1/1946,1.231,0.581,-0.088
Honolulu,West,5/1/1946,1.112,0.482,-0.22
Honolulu,West,6/1/1946,1.231,0.61,-0.088
Honolulu,West,7/1/1946,1.27,0.66,-0.019
Honolulu,West,8/1/1946,1.421,0.761,0.102
Honolulu,West,9/1/1946,1.48,0.83,0.151
Honolulu,West,10/1/1946,1.332,0.732,0.082
Honolulu,West,11/1/1946,1.332,0.702,0.02
Honolulu,West,12/1/1946,1.362,0.791,0.131
Honolulu,West,1/1/1947,1.112,0.561,-0.059
Honolulu,West,2/1/1947,1.011,0.46,-0.17
Honolulu,West,3/1/1947,1.093,0.502,-0.157
Honolulu,West,4/1/1947,0.981,0.4,-0.239
Honolulu,West,5/1/1947,0.991,0.43,-0.2
Honolulu,West,6/1/1947,1.112,0.591,0.01
Honolulu,West,7/1/1947,1.391,0.791,0.102
Honolulu,West,8/1/1947,1.601,0.893,0.141
Honolulu,West,9/1/1947,1.49,0.84,0.151
Honolulu,West,10/1/1947,1.732,1.093,0.391
Honolulu,West,11/1/1947,1.45,0.791,0.053
Honolulu,West,12/1/1947,1.24,0.66,-0.01
Honolulu,West,1/1/1948,1.27,0.673,0.0
Honolulu,West,2/1/1948,1.093,0.542,-0.049
Honolulu,West,3/1/1948,0.952,0.42,-0.2
Honolulu,West,4/1/1948,0.922,0.332,-0.298
Honolulu,West,5/1/1948,0.791,0.273,-0.328
Honolulu,West,6/1/1948,1.04,0.473,-0.17
Honolulu,West,7/1/1948,1.132,0.522,-0.138
Honolulu,West,8/1/1948,1.181,0.581,-0.088
Honolulu,West,9/1/1948,1.29,0.66,0.01
Honolulu,West,10/1/1948,1.44,0.791,0.102
Honolulu,West,11/1/1948,1.47,0.87,0.2
Honolulu,West,12/1/1948,1.362,0.791,0.131
Honolulu,West,1/1/1949,1.572,0.991,0.341
Honolulu,West,2/1/1949,1.362,0.771,0.131
Honolulu,West,3/1/1949,1.28,0.712,0.092
Honolulu,West,4/1/1949,1.162,0.571,-0.079
Honolulu,West,5/1/1949,1.25,0.65,-0.039
Honolulu,West,6/1/1949,1.132,0.532,-0.147
Honolulu,West,7/1/1949,1.162,0.551,-0.108
Honolulu,West,8/1/1949,1.231,0.65,0.01
Honolulu,West,9/1/1949,1.303,0.63,-0.059
Honolulu,West,10/1/1949,1.29,0.64,-0.029
Honolulu,West,11/1/1949,1.152,0.581,-0.069
Honolulu,West,12/1/1949,1.021,0.473,-0.147
Honolulu,West,1/1/1950,1.162,0.571,-0.098
Honolulu,West,2/1/1950,1.191,0.571,-0.118
Honolulu,West,3/1/1950,1.171,0.551,-0.118
Honolulu,West,4/1/1950,1.191,0.591,-0.079
Honolulu,West,5/1/1950,1.171,0.561,-0.128
Honolulu,West,6/1/1950,1.112,0.512,-0.18
Honolulu,West,7/1/1950,1.25,0.63,-0.059
Honolulu,West,8/1/1950,1.352,0.771,0.151
Honolulu,West,9/1/1950,1.421,0.82,0.181
Honolulu,West,10/1/1950,1.362,0.801,0.171
Honolulu,West,11/1/1950,1.381,0.791,0.122
Honolulu,West,12/1/1950,1.401,0.83,0.19
Honolulu,West,1/1/1951,1.06,0.473,-0.19
Honolulu,West,2/1/1951,1.152,0.532,-0.17
Honolulu,West,3/1/1951,1.132,0.551,-0.118
Honolulu,West,4/1/1951,0.942,0.381,-0.249
Honolulu,West,5/1/1951,1.132,0.522,-0.138
Honolulu,West,6/1/1951,1.25,0.591,-0.128
Honolulu,West,7/1/1951,1.211,0.65,0.0
Honolulu,West,8/1/1951,1.47,0.86,0.19
Honolulu,West,9/1/1951,1.542,0.912,0.23
Honolulu,West,10/1/1951,1.611,0.952,0.273
Honolulu,West,11/1/1951,1.421,0.811,0.112
Honolulu,West,12/1/1951,1.191,0.581,-0.079
Honolulu,West,1/1/1952,1.132,0.522,-0.147
Honolulu,West,2/1/1952,1.313,0.692,0.01
Honolulu,West,3/1/1952,1.28,0.702,0.063
Honolulu,West,4/1/1952,1.211,0.63,-0.019
Honolulu,West,5/1/1952,1.231,0.601,-0.088
Honolulu,West,6/1/1952,1.122,0.532,-0.128
Honolulu,West,7/1/1952,1.221,0.63,-0.029
Honolulu,West,8/1/1952,1.421,0.781,0.063
Honolulu,West,9/1/1952,1.49,0.82,0.102
Honolulu,West,10/1/1952,1.421,0.811,0.141
Honolulu,West,11/1/1952,1.45,0.83,0.141
Honolulu,West,12/1/1952,1.342,0.702,0.0
Honolulu,West,1/1/1953,1.132,0.542,-0.138
Honolulu,West,2/1/1953,1.132,0.551,-0.079
Honolulu,West,3/1/1953,1.001,0.45,-0.147
Honolulu,West,4/1/1953,1.03,0.44,-0.21
Honolulu,West,5/1/1953,1.181,0.561,-0.138
Honolulu,West,6/1/1953,1.24,0.591,-0.128
Honolulu,West,7/1/1953,1.313,0.712,0.04
Honolulu,West,8/1/1953,1.601,0.971,0.282
Honolulu,West,9/1/1953,1.44,0.791,0.102
Honolulu,West,10/1/1953,1.362,0.761,0.122
Honolulu,West,11/1/1953,1.342,0.722,0.063
Honolulu,West,12/1/1953,1.332,0.722,0.04
Honolulu,West,1/1/1954,1.231,0.673,0.02
Honolulu,West,2/1/1954,1.322,0.722,0.092
Honolulu,West,3/1/1954,1.142,0.532,-0.128
Honolulu,West,4/1/1954,1.231,0.591,-0.069
Honolulu,West,5/1/1954,1.162,0.542,-0.128
Honolulu,West,6/1/1954,0.991,0.43,-0.21
Honolulu,West,7/1/1954,1.211,0.591,-0.079
Honolulu,West,8/1/1954,1.342,0.811,0.22
Honolulu,West,9/1/1954,1.5,0.912,0.273
Honolulu,West,10/1/1954,1.47,0.902,0.292
Honolulu,West,11/1/1954,1.44,0.84,0.181
Honolulu,West,12/1/1954,1.352,0.761,0.112
Honolulu,West,1/1/1955,1.021,0.44,-0.19
Honolulu,West,2/1/1955,1.221,0.601,-0.059
Honolulu,West,3/1/1955,1.103,0.512,-0.138
Honolulu,West,4/1/1955,0.87,0.292,-0.328
Honolulu,West,5/1/1955,0.893,0.292,-0.348
Honolulu,West,6/1/1955,0.571,0.01,-0.62
Honolulu,West,7/1/1955,0.752,0.19,-0.43
Honolulu,West,8/1/1955,1.132,0.512,-0.147
Honolulu,West,9/1/1955,1.303,0.692,0.063
Honolulu,West,10/1/1955,1.362,0.771,0.122
Honolulu,West,11/1/1955,1.29,0.702,0.063
Honolulu,West,12/1/1955,0.961,0.381,-0.269
